ente,uf,ano,grupo,contrib_previdenciaria,recursos_acumulados,receita_investimentos_e_ativos,pagamento_beneficios,data_recebimento_adesao,data_adesao,data_cert_inicial,nivel_inicial,data_renovacao_cert,nivel_atual,contrib_previdenciaria_problema,recursos_acumulados_problema,receita_investimentos_e_ativos_problema,pagamento_beneficios_problema
ITAIBA,PE,2023,MÉDIO PORTE,11883332.97,834933.83,29880963.57,13901407.12,,,,,,,False,False,False,False
ITAIBA,PE,2024,MÉDIO PORTE,12658038.88,108935.68,29868454.23,14394726.96,,,,,,,False,False,False,False
ITAINOPOLIS,PI,2019,PEQUENO PORTE,1577610.8,11584455.27,30778779.5,1431286.61,,,,,,,False,False,False,False
ITAINOPOLIS,PI,2020,PEQUENO PORTE,1823898.05,12634914.22,30635461.0,1892752.68,,,,,,,False,False,False,False
ITAINOPOLIS,PI,2021,PEQUENO PORTE,2122672.97,13584526.38,29986388.93,2316264.82,,,,,,,False,False,False,False
ITAINOPOLIS,PI,2022,PEQUENO PORTE,2953625.81,13572903.05,30052994.46,2455871.99,,,,,,,False,False,False,False
ITAINOPOLIS,PI,2023,PEQUENO PORTE,3148572.76,14488217.83,31117563.23,1820963.37,,,,,,,False,False,False,False
ITAINOPOLIS,PI,2024,PEQUENO PORTE,3071582.47,15575140.98,30163828.79,2019678.56,2022-02-07 00:00:00,2021-12-14 00:00:00,,,,,False,False,False,False
ITAIOPOLIS,SC,2019,PEQUENO PORTE,4196575.1,32203125.77,35900416.28,4877661.27,,,,,,,False,False,False,False
ITAIOPOLIS,SC,2020,MÉDIO PORTE,4943362.75,39519649.65000001,30104187.509999998,5557833.96,,,,,,,False,False,False,False
ITAIOPOLIS,SC,2021,MÉDIO PORTE,5483403.82,42479336.49,29862452.79,6536384.02,,,,,,,False,False,False,False
ITAIOPOLIS,SC,2022,MÉDIO PORTE,6593761.93,46026470.81,29862452.79,7766566.27,,,,,,,False,False,False,False
ITAIOPOLIS,SC,2023,MÉDIO PORTE,7547641.99,52065146.65,29862452.79,10326494.14,,,,,,,False,False,False,False
ITAIOPOLIS,SC,2024,MÉDIO PORTE,8065910.12,61430689.06,29862452.79,11505669.77,,,,,,,False,False,False,False
ITAITINGA,CE,2019,MÉDIO PORTE,9593415.62,60620774.64,38517530.43,5519148.84,,,,,,,False,False,False,False
ITAITINGA,CE,2020,MÉDIO PORTE,12504722.29,72032375.21,33710538.78,6669522.44,,,,,,,False,False,False,False
ITAITINGA,CE,2021,GRANDE PORTE,15185976.43,80679204.25,29669340.23,8309827.33,,,,,,,False,False,False,False
ITAITINGA,CE,2022,MÉDIO PORTE,19003931.15,86810301.07000001,36983311.9,12380142.91,,,,,,,False,False,False,False
ITAITINGA,CE,2023,MÉDIO PORTE,20036796.37,99017870.56,43743842.67,16542985.58,,,,,,,False,False,False,False
ITAITINGA,CE,2024,MÉDIO PORTE,21289954.2,115598049.68,41907471.33,18066083.61,2024-05-08 00:00:00,2023-12-12 00:00:00,,,,,False,False,False,False
ITAJA,GO,2019,PEQUENO PORTE,1278132.45,4064842.35,30024987.779999997,1906894.53,,,,,,,False,False,False,False
ITAJA,GO,2020,PEQUENO PORTE,974949.86,2869740.68,29989478.81,2623014.9,,,,,,,False,False,False,False
ITAJA,GO,2021,PEQUENO PORTE,3191988.51,1731293.86,29812209.86,3284981.42,,,,,,,False,False,False,False
ITAJA,GO,2022,PEQUENO PORTE,2310957.56,2082803.89,29907334.49,4534859.69,,,,,,,False,False,False,False
ITAJA,GO,2023,PEQUENO PORTE,3331571.69,238329.37,29876412.45,5129018.54,,,,,,,False,False,False,False
ITAJA,GO,2024,PEQUENO PORTE,3465794.63,253620.63,29880374.55,5190028.0,,,,,,,False,False,False,False
ITALVA,RJ,2019,MÉDIO PORTE,3372639.83,45564152.5,35955682.81,6017690.31,,,,,,,False,False,False,False
ITALVA,RJ,2020,MÉDIO PORTE,4065119.67,49480416.77,32208863.669999998,6621011.77,,,,,,,False,False,False,False
ITALVA,RJ,2021,MÉDIO PORTE,4864758.6,49807800.69000001,30426558.16,7114183.23,,,,,,,False,False,False,False
ITALVA,RJ,2022,MÉDIO PORTE,5501282.94,49097281.90000001,34037705.269999996,8237604.75,,,,,,,False,False,False,False
ITALVA,RJ,2023,MÉDIO PORTE,6109521.52,51332232.83,36841705.44,9445551.73,,,,,,,False,False,False,False
ITALVA,RJ,2024,MÉDIO PORTE,6395664.76,55352086.54,33707083.31,10837577.59,,,,,,,False,False,False,False
ITAMARANDIBA,MG,2019,MÉDIO PORTE,5479819.35,41628566.16,36290560.53,3665195.36,,,,,,,False,False,False,False
ITAMARANDIBA,MG,2020,MÉDIO PORTE,5609288.83,50635290.65000001,32653494.919999998,4533354.62,,,,,,,False,False,False,False
ITAMARANDIBA,MG,2021,MÉDIO PORTE,6240101.02,58169261.97,28465545.21,5300285.75,,,,,,,False,False,False,False
ITAMARANDIBA,MG,2022,MÉDIO PORTE,8241392.17,58961444.75,34817932.92,8225422.53,,,,,,,False,False,False,False
ITAMARANDIBA,MG,2023,MÉDIO PORTE,8315417.45,62159109.5,39375941.15,9183040.1,,,,,,,False,False,False,False
ITAMARANDIBA,MG,2024,MÉDIO PORTE,8472626.35,76181119.33,32126162.25,8692929.23,,,,,,,False,False,False,False
ITAMBE,PE,2019,MÉDIO PORTE,4922464.11,1407120.11,30034676.18,10481184.8,,,,,,,False,False,False,False
ITAMBE,PE,2020,MÉDIO PORTE,8918293.44,1456712.07,30011770.529999997,12525749.68,,,,,,,False,False,False,False
ITAMBE,PE,2021,MÉDIO PORTE,13402424.17,1310631.9,29983600.89,14553977.34,,,,,,,False,False,False,False
ITAMBE,PE,2022,MÉDIO PORTE,17555437.94,3404302.68,30488255.41,16384759.48,,,,,,,False,False,False,False
ITAMBE,PE,2023,MÉDIO PORTE,18133823.53,7270794.96,30905520.349999998,20835201.68,,,,,,,False,False,False,False
ITAMBE,PE,2024,MÉDIO PORTE,19257123.87,6416588.14,30336659.48,20228135.51,,,,,,,False,False,False,False
ITAPAGIPE,MG,2019,PEQUENO PORTE,2050656.81,23359255.87,32641566.509999998,3200985.33,,,,,,,False,False,False,False
ITAPAGIPE,MG,2020,PEQUENO PORTE,1349331.13,24910984.51,30852221.41,3694467.06,,,,,,,False,False,False,False
ITAPAGIPE,MG,2021,PEQUENO PORTE,2931767.12,24244831.7,29739535.77,4173887.74,,,,,,,False,False,False,False
ITAPAGIPE,MG,2022,PEQUENO PORTE,3977047.11,23838431.22,31687869.09,5036914.0,,,,,,,False,False,False,False
ITAPAGIPE,MG,2023,PEQUENO PORTE,5119168.24,25167234.59,33135144.099999998,5774185.53,,,,,,,False,False,False,False
ITAPAGIPE,MG,2024,PEQUENO PORTE,5776759.29,28235501.81,32499054.36,6251785.52,,,,,,,False,False,False,False
ITAPAJE,CE,2019,MÉDIO PORTE,10340571.28,27716299.91,32600311.619999997,10058004.33,,,,,,,False,False,False,False
ITAPAJE,CE,2020,MÉDIO PORTE,10362606.08,31290329.27,30714320.279999997,8758420.25,,,,,,,False,False,False,False
ITAPAJE,CE,2021,MÉDIO PORTE,12347720.33,32292087.79,30587732.119999997,12400418.85,,,,,,,False,False,False,False
ITAPAJE,CE,2022,MÉDIO PORTE,10971269.3,33963267.9,33132026.169999998,15361117.95,,,,,,,False,False,False,False
ITAPAJE,CE,2023,MÉDIO PORTE,13083637.33,35332109.74,34740845.62,20267744.95,,,,,,,False,False,False,False
ITAPAJE,CE,2024,MÉDIO PORTE,15615878.12,37855091.96,32400118.71,29563112.07,2024-08-06 00:00:00,2024-07-29 00:00:00,,,,,False,False,False,False
ITAPEVA,SP,2019,MÉDIO PORTE,33200306.45,188015383.05,53213216.019999996,8355932.73,,,,,,,False,False,False,False
ITAPEVA,SP,2020,MÉDIO PORTE,35741400.87,233566721.43,44093580.66,11430585.39,,,,,,,False,False,False,False
ITAPEVA,SP,2021,MÉDIO PORTE,37758185.68,269450490.15,34424823.43,13927146.78,,,,,,,False,False,False,False
ITAPEVA,SP,2022,MÉDIO PORTE,48364280.34,296200012.9,57519526.269999996,20301029.06,,,,,,,False,False,False,False
ITAPEVA,SP,2023,MÉDIO PORTE,48617436.64,351624198.4,76679283.09,26373782.02,,,,,,,False,False,False,False
ITAPEVA,SP,2024,MÉDIO PORTE,44873435.94,418318885.74,61349485.730000004,32990641.1,,,,,,,False,False,False,False
ITAPIPOCA,CE,2019,MÉDIO PORTE,24099229.24,103043888.39,44076591.2,12948099.12,,,,,,,False,False,False,False
ITAPIPOCA,CE,2020,MÉDIO PORTE,13366758.76,124476494.24,36109339.46,17806117.61,,,,,,,False,False,False,False
ITAPIPOCA,CE,2021,MÉDIO PORTE,28265224.35,129215364.99,31874084.73,19278832.32,,,,,,,False,False,False,False
ITAPIPOCA,CE,2022,MÉDIO PORTE,36499106.15,137226562.67,36520861.339999996,23960116.16,,,,,,,False,False,False,False
ITAPIPOCA,CE,2023,MÉDIO PORTE,41160388.79,168014663.7,40603708.53,31976099.31,,,,,,,False,False,False,False
ITAPIPOCA,CE,2024,MÉDIO PORTE,55879149.65,218559431.92,42784472.9,30213196.53,2022-04-26 00:00:00,2021-11-11 00:00:00,,,,,False,False,False,False
ITAPISSUMA,PE,2019,MÉDIO PORTE,4575517.7,16412805.36,31466275.8,7123234.8,,,,,,,False,False,False,False
ITAPISSUMA,PE,2020,MÉDIO PORTE,5382138.09,16056145.72,30540517.939999998,8434387.71,,,,,,,False,False,False,False
ITAPISSUMA,PE,2021,MÉDIO PORTE,5540834.41,15131155.61,30066764.689999998,9808666.77,,,,,,,False,False,False,False
ITAPISSUMA,PE,2022,MÉDIO PORTE,6152625.24,11138212.73,30591196.79,11968740.53,,,,,,,False,False,False,False
ITAPISSUMA,PE,2023,MÉDIO PORTE,7040353.65,5944341.99,30211842.02,14656072.25,,,,,,,False,False,False,False
ITAPISSUMA,PE,2024,MÉDIO PORTE,6969762.03,605465.15,29882914.93,17191670.88,,,,,,,False,False,False,False
ITAPORA,MS,2019,MÉDIO PORTE,4580450.29,11234244.18,31451582.79,2424769.76,,,,,,,False,False,False,False
ITAPORA,MS,2020,MÉDIO PORTE,5131192.73,14291585.32,31536805.9,3113476.99,,,,,,,False,False,False,False
ITAPORA,MS,2021,MÉDIO PORTE,5955736.79,18922607.99,30053746.82,3374925.01,,,,,,,False,False,False,False
ITAPORA,MS,2022,MÉDIO PORTE,7392012.09,21834420.67,31635237.54,4419869.73,,,,,,,False,False,False,False
ITAPORA,MS,2023,MÉDIO PORTE,10736488.24,26484514.84,33965336.78,5618329.71,,,,,,,False,False,False,False
ITAPORA,MS,2024,MÉDIO PORTE,5449493.92,37988985.72,32709549.939999998,6883529.37,,,,,,,False,False,False,False
ITAPURA,SP,2019,PEQUENO PORTE,2540147.78,14850756.53,33128484.23,2461796.41,,,,,,,False,False,False,False
ITAPURA,SP,2020,PEQUENO PORTE,2616884.84,17650862.61,30719282.119999997,2712129.81,,,,,,,False,False,False,False
ITAPURA,SP,2021,PEQUENO PORTE,2555529.43,18774877.9,29086769.88,2912488.72,,,,,,,False,False,False,False
ITAPURA,SP,2022,PEQUENO PORTE,2761685.18,17515094.81,30873818.57,3872093.81,,,,,,,False,False,False,False
ITAPURA,SP,2023,PEQUENO PORTE,3209890.09,17712510.55,32764649.02,4545640.58,,,,,,,False,False,False,False
ITAPURA,SP,2024,PEQUENO PORTE,3473858.04,19339428.57,29367973.599999998,4738983.02,2022-03-04 00:00:00,2022-02-03 00:00:00,,,,,False,False,False,False
ITAPURANGA,GO,2019,MÉDIO PORTE,4261395.67,9190691.52,30736129.58,5216834.05,,,,,,,False,False,False,False
ITAPURANGA,GO,2020,MÉDIO PORTE,6072706.72,9028694.87,31297114.669999998,5916012.16,,,,,,,False,False,False,False
ITAPURANGA,GO,2021,MÉDIO PORTE,6643240.35,12504708.38,30903231.45,6792957.28,,,,,,,False,False,False,False
ITAPURANGA,GO,2022,MÉDIO PORTE,8605702.8,14497717.46,31128148.8,8270028.93,,,,,,,False,False,False,False
ITAPURANGA,GO,2023,MÉDIO PORTE,14763335.37,14669080.76,32085517.97,9710553.06,,,,,,,False,False,False,False
ITAPURANGA,GO,2024,MÉDIO PORTE,23083245.93,24232392.97,32547220.91,10857529.89,,,,,,,False,False,False,False
ITAQUIRAI,MS,2019,MÉDIO PORTE,5055251.3,23273802.35,33136953.13,983927.46,,,,,,,False,False,False,False
ITAQUIRAI,MS,2020,MÉDIO PORTE,6300207.54,29778454.14,31901779.2,1555740.87,,,,,,,False,False,False,False
ITAQUIRAI,MS,2021,MÉDIO PORTE,8783577.01,37530675.74,29957061.509999998,1823103.26,,,,,,,False,False,False,False
ITAQUIRAI,MS,2022,MÉDIO PORTE,7074076.01,44141467.89,32471861.21,2212685.1,,,,,,,False,False,False,False
ITAQUIRAI,MS,2023,MÉDIO PORTE,8725539.36,51069145.19,31280559.88,2558497.7,,,,,,,False,False,False,False
ITAQUIRAI,MS,2024,MÉDIO PORTE,9787937.36,57976124.93,33719931.55,3032440.56,,,,,,,False,False,False,False
ITAREMA,CE,2019,MÉDIO PORTE,10581436.03,82723511.14,39796849.76,2843427.92,,,,,,,False,False,False,False
ITAREMA,CE,2020,MÉDIO PORTE,7090298.48,102471341.29,39306388.59,4112578.86,,,,,,,False,False,False,False
ITAREMA,CE,2021,MÉDIO PORTE,8729278.65,114229186.89,33717470.87,4991544.67,,,,,,,False,False,False,False
ITAREMA,CE,2022,MÉDIO PORTE,9980850.9,122189853.24,36969582.44,7240939.76,,,,,,,False,False,False,False
ITAREMA,CE,2023,MÉDIO PORTE,7354726.34,136791320.63,48713521.46,9283698.19,,,,,,,False,False,False,False
ITAREMA,CE,2024,MÉDIO PORTE,9637969.95,157201246.31,38679315.22,8789521.3,,,,,,,False,False,False,False
ITARUMA,GO,2019,PEQUENO PORTE,1546095.3,9607527.72,30921089.189999998,1646108.95,,,,,,,False,False,False,False
ITARUMA,GO,2020,PEQUENO PORTE,1982618.66,10450575.35,30965181.15,2121515.26,,,,,,,False,False,False,False
ITARUMA,GO,2021,PEQUENO PORTE,2209817.47,11013421.12,30449554.25,2516357.51,,,,,,,False,False,False,False
ITARUMA,GO,2022,PEQUENO PORTE,3195458.87,10787228.51,31042461.05,3175754.04,,,,,,,False,False,False,False
ITARUMA,GO,2023,PEQUENO PORTE,3911014.5,11832560.76,31315233.48,3725519.54,,,,,,,False,False,False,False
ITARUMA,GO,2024,PEQUENO PORTE,4211197.9,13518566.15,30955258.189999998,4082213.43,,,,,,,False,False,False,False
ITATINGA,SP,2019,PEQUENO PORTE,3814948.86,26105693.21,33721953.4,2318990.4,,,,,,,False,False,False,False
ITATINGA,SP,2020,PEQUENO PORTE,4635434.87,31906906.42,31422891.75,2640315.02,,,,,,,False,False,False,False
ITATINGA,SP,2021,PEQUENO PORTE,4822967.19,36039052.68,30632893.32,2922514.18,,,,,,,False,False,False,False
ITATINGA,SP,2022,PEQUENO PORTE,5968856.49,39383811.88,33608811.339999996,3504498.1,,,,,,,False,False,False,False
ITATINGA,SP,2023,MÉDIO PORTE,7650058.06,45788574.78,36090604.97,4061166.19,,,,,,,False,False,False,False
ITATINGA,SP,2024,MÉDIO PORTE,8434422.33,57139053.6,32549100.75,4421356.93,2024-04-08 00:00:00,2024-04-01 00:00:00,,,,,False,False,False,False
ITAU,RN,2019,PEQUENO PORTE,519079.33,2048924.09,29982660.13,1419767.99,,,,,,,False,False,False,False
ITAU,RN,2020,PEQUENO PORTE,783694.73,1194246.15,29900747.02,1779205.28,,,,,,,False,False,False,False
ITAU,RN,2021,PEQUENO PORTE,2120329.48,581953.9399999998,29879162.77,505367.15,,,,,,,False,False,False,False
ITAU,RN,2022,PEQUENO PORTE,2837936.01,365235.22,29944507.7,2744729.24,,,,,,,False,False,False,False
ITAU,RN,2023,PEQUENO PORTE,1399982.72,1316718.98,30090699.74,3184299.55,,,,,,,False,False,False,False
ITAU,RN,2024,PEQUENO PORTE,1434531.5,1316756.19,29921693.009999998,2848283.1,,,,,,,False,False,False,False
ITAUBA,MT,2019,PEQUENO PORTE,1920659.6,8783872.6,31205780.169999998,630472.25,,,,,,,False,False,False,False
ITAUBA,MT,2020,PEQUENO PORTE,2504294.71,10839397.64,30623211.49,658883.15,,,,,,,False,False,False,False
ITAUBA,MT,2021,PEQUENO PORTE,2245839.62,12313301.4,29582345.05,850555.18,,,,,,,False,False,False,False
ITAUBA,MT,2022,PEQUENO PORTE,2916215.79,13471105.22,30973103.23,1290888.55,,,,,,,False,False,False,False
ITAUBA,MT,2023,PEQUENO PORTE,3233298.07,16005497.04,32362154.369999997,1448854.88,,,,,,,False,False,False,False
ITAUBA,MT,2024,PEQUENO PORTE,4449034.66,19619164.15,30292394.61,2108481.36,2022-09-20 00:00:00,2022-07-25 00:00:00,,,,,False,False,False,False
ITAUCU,GO,2019,PEQUENO PORTE,2049324.63,36777.67,29863587.16,2792828.57,,,,,,,False,False,False,False
ITAUCU,GO,2020,PEQUENO PORTE,2550175.7,35152.47,29862565.869999997,3224879.95,,,,,,,False,False,False,False
ITAUCU,GO,2021,PEQUENO PORTE,2681475.15,28139.92,29863016.79,3464002.94,,,,,,,False,False,False,False
ITAUCU,GO,2022,PEQUENO PORTE,3585618.88,122247.32,29864268.06,3823455.74,,,,,,,False,False,False,False
ITAUCU,GO,2023,PEQUENO PORTE,1914353.98,41510.07,29867404.97,5274735.6,,,,,,,False,False,False,False
ITAUCU,GO,2024,PEQUENO PORTE,2166466.53,50430.75,29865667.77,4995145.24,,,,,,,False,False,False,False
ITUVERAVA,SP,2019,MÉDIO PORTE,10087367.65,92778301.70000002,43244036.78,14792764.35,,,,,,,False,False,False,False
ITUVERAVA,SP,2020,MÉDIO PORTE,10231394.14,109100988.02,37607305.62,17039046.58,,,,,,,False,False,False,False
ITUVERAVA,SP,2021,MÉDIO PORTE,10655067.86,123255516.37,31119523.74,18352600.4,,,,,,,False,False,False,False
ITUVERAVA,SP,2022,MÉDIO PORTE,20992865.28,136319607.52,39252963.87,23407646.0,,,,,,,False,False,False,False
ITUVERAVA,SP,2023,MÉDIO PORTE,28911906.62,153751849.24,52202779.07,27342847.69,,,,,,,False,False,False,False
ITUVERAVA,SP,2024,MÉDIO PORTE,23689188.54,176537618.61,39216474.56,31114500.07,,,,,,,False,False,False,False
IVATUBA,PR,2019,PEQUENO PORTE,1299574.33,15182228.56,32399833.599999998,1335707.54,,,,,,,False,False,False,False
IVATUBA,PR,2020,PEQUENO PORTE,1338876.01,17769056.72,32006697.91,1465249.3,,,,,,,False,False,False,False
IVATUBA,PR,2021,PEQUENO PORTE,1477026.78,18947428.75,30941314.2,1548407.57,,,,,,,False,False,False,False
IVATUBA,PR,2022,PEQUENO PORTE,1704540.9,18762235.23,32280501.02,2142177.45,,,,,,,False,False,False,False
IVATUBA,PR,2023,PEQUENO PORTE,2224704.97,19869173.36,32901076.11,2497737.5,,,,,,,False,False,False,False
IVATUBA,PR,2024,PEQUENO PORTE,1541605.86,23336484.2,31105266.189999998,1636879.15,,,,,,,False,False,False,False
IVINHEMA,MS,2019,MÉDIO PORTE,5598357.81,35461815.88,36244757.19,3188678.52,,,,,,,False,False,False,False
IVINHEMA,MS,2020,MÉDIO PORTE,5096657.74,43664684.6,30326020.029999997,6489752.63,,,,,,,False,False,False,False
IVINHEMA,MS,2021,MÉDIO PORTE,10137554.31,49410306.23,28590964.279999997,7153218.22,,,,,,,False,False,False,False
IVINHEMA,MS,2022,MÉDIO PORTE,12589897.35,57532573.98,36874163.589999996,9458376.41,,,,,,,False,False,False,False
IVINHEMA,MS,2023,MÉDIO PORTE,12356564.66,67909042.59,42439284.45,12251429.3,,,,,,,False,False,False,False
IVINHEMA,MS,2024,MÉDIO PORTE,19505117.91,82112870.98,45015449.26,14900759.59,,,,,,,False,False,False,False
IVORA,RS,2019,PEQUENO PORTE,1231172.6,16104714.51,31694565.54,1211099.61,,,,,,,False,False,False,False
IVORA,RS,2020,PEQUENO PORTE,1316591.72,17956433.86,30954258.47,1318864.47,,,,,,,False,False,False,False
IVORA,RS,2021,PEQUENO PORTE,1454939.38,18955447.77,30669430.15,1397242.93,,,,,,,False,False,False,False
IVORA,RS,2022,PEQUENO PORTE,1606917.74,19706336.04,31848220.06,1622186.18,,,,,,,False,False,False,False
IVORA,RS,2023,PEQUENO PORTE,1815480.51,21698982.48,32568184.78,1935982.67,,,,,,,False,False,False,False
IVORA,RS,2024,PEQUENO PORTE,1371817.1,24310085.74,31571552.32,1716950.75,,,,,,,False,False,False,False
IVOTI,RS,2019,MÉDIO PORTE,10370215.35,62935125.29,37100840.32,2916491.09,,,,,,,False,False,False,False
IVOTI,RS,2020,MÉDIO PORTE,10570809.13,76563722.78,34079058.69,3387386.35,,,,,,,False,False,False,False
IVOTI,RS,2021,MÉDIO PORTE,10984129.83,87025783.93,31748355.46,3892599.49,,,,,,,False,False,False,False
IVOTI,RS,2022,MÉDIO PORTE,12436233.02,96706923.6,38122876.79,5277756.06,,,,,,,False,False,False,False
IVOTI,RS,2023,MÉDIO PORTE,12532307.32,110250308.92,45200324.81,6378156.33,,,,,,,False,False,False,False
IVOTI,RS,2024,MÉDIO PORTE,14004642.09,133409925.53,39355581.0,7234706.95,2018-10-23 00:00:00,2018-10-10 00:00:00,2020-02-17 00:00:00,I,VENCIDA,,False,False,False,False
JABOATAO DOS GUARARAPES,PE,2019,GRANDE PORTE,108559096.02,219232545.17,60831961.0,137619019.31,,,,,,,False,False,False,False
JABOATAO DOS GUARARAPES,PE,2020,GRANDE PORTE,112188350.35,308079759.83,45024227.51,149864670.7,,,,,,,False,False,False,False
JABOATAO DOS GUARARAPES,PE,2021,GRANDE PORTE,115884595.37,403213993.96,34494845.18,161908585.07,,,,,,,False,False,False,False
JABOATAO DOS GUARARAPES,PE,2022,GRANDE PORTE,137088835.66,477926033.1,73576449.06,195243892.34,,,,,,,False,False,False,False
JABOATAO DOS GUARARAPES,PE,2023,GRANDE PORTE,148436530.65,594835162.0,112156490.66,212337903.39,,,,,,,False,False,False,False
JABOATAO DOS GUARARAPES,PE,2024,GRANDE PORTE,165772604.24,776039729.42,93979696.19,230450752.48,2020-09-28 00:00:00,2020-05-11 00:00:00,2023-09-19 00:00:00,II,,II,False,False,False,False
JABORANDI,SP,2019,PEQUENO PORTE,3401787.92,26569915.91,32911337.14,2279327.87,,,,,,,False,False,False,False
JABORANDI,SP,2020,PEQUENO PORTE,4134524.79,30626327.49,31975684.79,2554182.13,,,,,,,False,False,False,False
JABORANDI,SP,2021,PEQUENO PORTE,3840691.93,33295100.18,31649381.14,2956133.89,,,,,,,False,False,False,False
JABORANDI,SP,2022,PEQUENO PORTE,4383495.28,35371011.26000001,33804985.75,3635830.52,,,,,,,False,False,False,False
JABORANDI,SP,2023,PEQUENO PORTE,4928054.12,39695579.96,35150994.93,4190836.47,,,,,,,False,False,False,False
JABORANDI,SP,2024,PEQUENO PORTE,2512851.95,45695193.37,31735291.71,2154009.07,,,,,,,False,False,False,False
JABOTI,PR,2019,PEQUENO PORTE,1314018.17,2797932.71,30412487.22,2247748.09,,,,,,,False,False,False,False
JABOTI,PR,2020,PEQUENO PORTE,1936680.91,4574795.49,29860436.54,2534589.04,,,,,,,False,False,False,False
JABOTI,PR,2021,PEQUENO PORTE,2164025.98,5582437.82,30099168.88,2996202.93,,,,,,,False,False,False,False
JABOTI,PR,2022,PEQUENO PORTE,2378043.72,6584299.64,30378055.54,3556007.51,,,,,,,False,False,False,False
JABOTI,PR,2023,PEQUENO PORTE,2925972.21,8513993.22,30939425.72,4201625.58,,,,,,,False,False,False,False
JABOTI,PR,2024,PEQUENO PORTE,3356415.02,9873729.05,30877677.13,4642139.52,,,,,,,False,False,False,False
JACIARA,MT,2019,MÉDIO PORTE,6696626.3,27189245.02000001,29899465.32,6114669.26,,,,,,,False,False,False,False
JACIARA,MT,2020,MÉDIO PORTE,7144036.73,31515002.75,29874702.64,7933593.27,,,,,,,False,False,False,False
JACIARA,MT,2021,MÉDIO PORTE,9354364.53,35080381.09,29862452.79,8151204.79,,,,,,,False,False,False,False
JACIARA,MT,2022,MÉDIO PORTE,11417458.24,38519647.69000001,29862452.79,10066014.82,,,,,,,False,False,False,False
JACIARA,MT,2023,MÉDIO PORTE,11283650.66,44033127.76,29879161.58,11791066.28,,,,,,,False,False,False,False
JACIARA,MT,2024,MÉDIO PORTE,11705233.32,53899123.97,30152802.14,14695075.84,,,,,,,False,False,False,False
JACOBINA,BA,2019,MÉDIO PORTE,15113750.95,597841.15,29862613.82,18941798.99,,,,,,,False,False,False,False
JACOBINA,BA,2020,MÉDIO PORTE,13388923.2,861442.1499999999,29862931.99,21627714.86,,,,,,,False,False,False,False
JACOBINA,BA,2021,MÉDIO PORTE,28886654.46,2092566.22,29978654.24,25070516.76,,,,,,,False,False,False,False
JACOBINA,BA,2022,MÉDIO PORTE,23839187.69,8516658.11,30251871.169999998,31882451.98,,,,,,,False,False,False,False
JACOBINA,BA,2023,MÉDIO PORTE,31398202.59,126841.9,29862452.79,36827890.01,,,,,,,False,False,False,False
JACOBINA,BA,2024,MÉDIO PORTE,33682428.71,113813.36,29878262.939999998,45177291.81,2021-10-05 00:00:00,2021-09-23 00:00:00,2023-10-24 00:00:00,II,,II,False,False,False,False
JACUTINGA,RS,2019,PEQUENO PORTE,1994918.2,10020296.37,31203065.849999998,1048688.37,,,,,,,False,False,False,False
JACUTINGA,RS,2020,PEQUENO PORTE,2302292.93,11203077.42,30772577.38,768164.79,,,,,,,False,False,False,False
JACUTINGA,RS,2021,PEQUENO PORTE,2252702.76,12428588.03,30851589.27,2015244.83,,,,,,,False,False,False,False
JACUTINGA,RS,2022,PEQUENO PORTE,2972106.18,13311072.19,31105407.83,2738224.41,,,,,,,False,False,False,False
JACUTINGA,RS,2023,PEQUENO PORTE,2822386.32,14448018.03,31688846.81,5314202.67,,,,,,,False,False,False,False
JACUTINGA,RS,2024,PEQUENO PORTE,2366352.45,15641312.43,32706992.22,2953200.03,,,,,,,False,False,False,False
JAGUARAO,RS,2019,MÉDIO PORTE,6062860.07,65128974.09,36768254.99,5644462.72,,,,,,,False,False,False,False
JAGUARAO,RS,2020,MÉDIO PORTE,7106287.07,71037372.62000002,33980247.98,7176761.21,,,,,,,False,False,False,False
JAGUARAO,RS,2021,MÉDIO PORTE,7424694.56,72542750.22,32908483.61,8245799.82,,,,,,,False,False,False,False
JAGUARAO,RS,2022,MÉDIO PORTE,10183534.05,74270201.75,38749814.82,11847427.12,,,,,,,False,False,False,False
JAGUARAO,RS,2023,MÉDIO PORTE,11283654.52,81711726.76,40184550.46,13591248.7,,,,,,,False,False,False,False
JAGUARAO,RS,2024,MÉDIO PORTE,11735457.32,89099533.55,37323383.67,17187036.27,,,,,,,False,False,False,False
JAGUARI,RS,2019,PEQUENO PORTE,3202534.81,15272272.74,32039129.57,4969640.37,,,,,,,False,False,False,False
JAGUARI,RS,2020,PEQUENO PORTE,2871719.94,16547985.79,31495474.86,5666234.3,,,,,,,False,False,False,False
JAGUARI,RS,2021,PEQUENO PORTE,6032371.65,16210869.04,30689200.63,5858057.58,,,,,,,False,False,False,False
JAGUARI,RS,2022,PEQUENO PORTE,2050120.27,17046363.97,31481008.14,7560019.88,,,,,,,False,False,False,False
JAGUARI,RS,2023,PEQUENO PORTE,7209245.69,15611136.38,31993510.28,8672675.65,,,,,,,False,False,False,False
JAGUARI,RS,2024,PEQUENO PORTE,3624667.66,16704925.02,31125561.24,7446493.47,,,,,,,False,False,False,False
JAGUARIAIVA,PR,2019,MÉDIO PORTE,6525003.66,36787649.01,33389872.68,8216495.1,,,,,,,False,False,False,False
