ente,uf,ano,grupo,contrib_previdenciaria,recursos_acumulados,receita_investimentos_e_ativos,pagamento_beneficios,data_recebimento_adesao,data_adesao,data_cert_inicial,nivel_inicial,data_renovacao_cert,nivel_atual,contrib_previdenciaria_problema,recursos_acumulados_problema,receita_investimentos_e_ativos_problema,pagamento_beneficios_problema
REDENCAO,CE,2020,MÉDIO PORTE,7035936.24,18325.51,29862455.939999998,9644613.19,,,,,,,False,False,False,False
REDENCAO,CE,2021,MÉDIO PORTE,8826372.66,3238.87,29862816.21,10973759.9,,,,,,,False,False,False,False
REDENCAO,CE,2022,MÉDIO PORTE,10807792.99,357730.61,29866293.27,11639636.61,,,,,,,False,False,False,False
REDENCAO,CE,2023,MÉDIO PORTE,15659672.7,113624.19,29864869.529999997,21263664.72,,,,,,,False,False,False,False
REDENCAO,CE,2024,MÉDIO PORTE,14711945.74,56989.21,29913887.88,22812902.76,,,,,,,False,False,False,False
REDENCAO,PA,2019,MÉDIO PORTE,13222037.22,43762182.09,30667356.99,10838767.37,,,,,,,False,False,False,False
REDENCAO,PA,2020,MÉDIO PORTE,13602125.99,42218651.26000001,27584611.78,12570086.37,,,,,,,False,False,False,False
REDENCAO,PA,2021,MÉDIO PORTE,14180347.82,41261251.07,26080068.52,14932424.16,,,,,,,False,False,False,False
REDENCAO,PA,2022,MÉDIO PORTE,16831121.15,39358934.81,31104440.4,19273843.64,,,,,,,False,False,False,False
REDENCAO,PA,2023,MÉDIO PORTE,17482446.57,31986770.1,32196604.95,28232595.47,,,,,,,False,False,False,False
REDENCAO,PA,2024,MÉDIO PORTE,16499844.38,18785096.11,26296322.24,26616265.53,,,,,,,False,False,False,False
REDENTORA,RS,2019,PEQUENO PORTE,3723567.74,24840118.89,32989188.93,2283376.43,,,,,,,False,False,False,False
REDENTORA,RS,2020,PEQUENO PORTE,3851817.41,29608854.34,31523582.419999998,2649434.85,,,,,,,False,False,False,False
REDENTORA,RS,2021,PEQUENO PORTE,3568443.04,32663023.96,30647073.81,3018191.7,,,,,,,False,False,False,False
REDENTORA,RS,2022,PEQUENO PORTE,3886029.18,34231043.32,32797215.68,3727770.32,,,,,,,False,False,False,False
REDENTORA,RS,2023,PEQUENO PORTE,3922046.35,37209546.6,34424571.269999996,4108969.96,,,,,,,False,False,False,False
REDENTORA,RS,2024,PEQUENO PORTE,5131668.34,41758679.48,33157300.77,4464452.11,,,,,,,False,False,False,False
REGENERACAO,PI,2019,PEQUENO PORTE,1849424.79,11163130.37,30710688.89,2643590.81,,,,,,,False,False,False,False
REGENERACAO,PI,2020,PEQUENO PORTE,2380314.94,11585342.81,30423005.38,2799765.1,,,,,,,False,False,False,False
REGENERACAO,PI,2021,PEQUENO PORTE,3259417.82,13478536.23,30152982.71,2997821.64,,,,,,,False,False,False,False
REGENERACAO,PI,2022,PEQUENO PORTE,4498044.86,15065472.59,31582123.5,3725633.52,,,,,,,False,False,False,False
REGENERACAO,PI,2023,PEQUENO PORTE,5305293.44,18396023.87,32377247.46,4790292.15,,,,,,,False,False,False,False
REGENERACAO,PI,2024,PEQUENO PORTE,5241527.76,22760858.22,31584101.66,6364725.48,2022-02-07 00:00:00,2021-12-14 00:00:00,,,,,False,False,False,False
REGISTRO,SP,2019,MÉDIO PORTE,14628042.51,166399801.52,56506001.9,11357457.53,,,,,,,False,False,False,False
REGISTRO,SP,2020,MÉDIO PORTE,17243661.34,199490203.97,44338742.05,14423354.05,,,,,,,False,False,False,False
REGISTRO,SP,2021,MÉDIO PORTE,25304602.16,223921317.68,27467883.15,16227491.69,,,,,,,False,False,False,False
REGISTRO,SP,2022,MÉDIO PORTE,21856523.45,228844188.32,46863466.46,14378791.99,,,,,,,False,False,False,False
REGISTRO,SP,2023,MÉDIO PORTE,26096155.28,254917104.53,65457055.73,21242897.44,,,,,,,False,False,False,False
REGISTRO,SP,2024,MÉDIO PORTE,27734703.34,303362454.81,44246140.34,26783312.32,2020-10-13 00:00:00,2020-09-24 00:00:00,,,,,False,False,False,False
RENASCENCA,PR,2019,PEQUENO PORTE,2289591.83,15250298.71,31309487.88,2343762.75,,,,,,,False,False,False,False
RENASCENCA,PR,2020,PEQUENO PORTE,2286490.05,17519819.35,30660049.619999997,2321754.62,,,,,,,False,False,False,False
RENASCENCA,PR,2021,PEQUENO PORTE,2402712.29,19682926.7,30306292.89,2875467.4,,,,,,,False,False,False,False
RENASCENCA,PR,2022,PEQUENO PORTE,2760115.18,21105969.41,31995597.669999998,3736700.52,,,,,,,False,False,False,False
RENASCENCA,PR,2023,PEQUENO PORTE,3516683.44,24856378.73,32667167.119999997,3622218.45,,,,,,,False,False,False,False
RENASCENCA,PR,2024,PEQUENO PORTE,3833064.39,31000263.81,32081835.2,4131823.67,,,,,,,False,False,False,False
RESENDE COSTA,MG,2019,PEQUENO PORTE,1975179.9,4124797.79,30511354.08,1100149.16,,,,,,,False,False,False,False
RESENDE COSTA,MG,2020,PEQUENO PORTE,2118663.16,6054157.970000002,30286225.259999998,1631484.86,,,,,,,False,False,False,False
RESENDE COSTA,MG,2021,PEQUENO PORTE,2614530.5,7930151.550000002,29901720.21,2031414.52,,,,,,,False,False,False,False
RESENDE COSTA,MG,2022,PEQUENO PORTE,3174680.13,9398683.42,30631407.45,2709683.76,,,,,,,False,False,False,False
RESENDE COSTA,MG,2023,PEQUENO PORTE,3616485.3,10884097.93,31429648.189999998,3542640.43,,,,,,,False,False,False,False
RESENDE COSTA,MG,2024,PEQUENO PORTE,3797202.38,13860301.17,30456189.96,4485813.56,2022-05-30 00:00:00,2022-05-30 00:00:00,,,,,False,False,False,False
RESERVA,PR,2019,MÉDIO PORTE,6214110.36,34725673.52,34376848.12,5601125.99,,,,,,,False,False,False,False
RESERVA,PR,2020,MÉDIO PORTE,7252803.13,41045974.18,34566657.67,6498887.2,,,,,,,False,False,False,False
RESERVA,PR,2021,MÉDIO PORTE,7727952.2,45875942.96,32712428.33,7481579.71,,,,,,,False,False,False,False
RESERVA,PR,2022,MÉDIO PORTE,8723375.73,49129420.53,36014456.62,8740295.7,,,,,,,False,False,False,False
RESERVA,PR,2023,MÉDIO PORTE,9385816.19,57684040.16,38880001.66,10312950.58,,,,,,,False,False,False,False
RESERVA,PR,2024,MÉDIO PORTE,10760473.2,66339405.24,35306420.68,11671285.54,,,,,,,False,False,False,False
RIACHAO,PB,2019,PEQUENO PORTE,881500.44,3122954.58,30161207.86,522667.01,,,,,,,False,False,False,False
RIACHAO,PB,2020,PEQUENO PORTE,779776.33,3870676.94,30160091.65,628889.7,,,,,,,False,False,False,False
RIACHAO,PB,2021,PEQUENO PORTE,1236178.54,4679432.23,30021135.02,709239.86,,,,,,,False,False,False,False
RIACHAO,PB,2022,PEQUENO PORTE,1421061.38,5065724.2,30349240.259999998,899584.16,,,,,,,False,False,False,False
RIACHAO,PB,2023,PEQUENO PORTE,1505735.7,5731623.78,30367900.13,1108743.69,,,,,,,False,False,False,False
RIACHAO,PB,2024,PEQUENO PORTE,1259622.54,7282546.97,30616055.029999997,1319000.16,,,,,,,False,False,False,False
RIACHINHO,MG,2019,PEQUENO PORTE,1618755.39,11747376.86,32022931.0,1081425.91,,,,,,,False,False,False,False
RIACHINHO,MG,2020,PEQUENO PORTE,1606897.58,14308794.34,30734945.11,1242305.22,,,,,,,False,False,False,False
RIACHINHO,MG,2021,PEQUENO PORTE,2089368.88,15964959.13,30762120.869999997,1440903.93,,,,,,,False,False,False,False
RIACHINHO,MG,2022,PEQUENO PORTE,2694221.87,16464038.84,32247279.84,1982152.94,,,,,,,False,False,False,False
RIACHINHO,MG,2023,PEQUENO PORTE,1820366.23,18583075.39,32737649.549999997,2412219.46,,,,,,,False,False,False,False
RIACHINHO,MG,2024,PEQUENO PORTE,2295933.83,20824737.67,31556114.75,2740197.83,,,,,,,False,False,False,False
RIACHO DAS ALMAS,PE,2019,PEQUENO PORTE,3952948.46,239098.15,29878485.97,3385352.33,,,,,,,False,False,False,False
RIACHO DAS ALMAS,PE,2020,MÉDIO PORTE,4464581.38,331395.55,29873343.71,7532463.35,,,,,,,False,False,False,False
RIACHO DAS ALMAS,PE,2021,MÉDIO PORTE,4740342.86,387710.4,29879857.029999997,7016928.29,,,,,,,False,False,False,False
RIACHO DAS ALMAS,PE,2022,MÉDIO PORTE,6189124.37,1087838.87,29862452.79,9019020.88,,,,,,,False,False,False,False
RIACHO DAS ALMAS,PE,2023,MÉDIO PORTE,6872530.45,805592.41,33029669.349999998,11697433.56,,,,,,,False,False,False,False
RIACHO DAS ALMAS,PE,2024,PEQUENO PORTE,10991895.75,1100446.81,30062909.46,10319803.41,,,,,,,False,False,False,False
RIBEIRAO,PE,2019,MÉDIO PORTE,7970805.8,9984.97,29862563.2,12114976.64,,,,,,,False,False,False,False
RIBEIRAO,PE,2020,MÉDIO PORTE,11232644.55,416.55,29862796.32,13672667.11,,,,,,,False,False,False,False
RIBEIRAO,PE,2021,MÉDIO PORTE,11252898.21,2101.32,29868815.419999998,16476464.14,,,,,,,False,False,False,False
RIBEIRAO,PE,2022,MÉDIO PORTE,13439486.68,12415.62,29869946.2,19112706.18,,,,,,,False,False,False,False
RIBEIRAO,PE,2023,MÉDIO PORTE,13871834.09,1546.94,29869468.39,21458552.13,,,,,,,False,False,False,False
RIBEIRAO,PE,2024,MÉDIO PORTE,15922355.0,50132.31,29862750.7,26452181.14,,,,,,,False,False,False,False
RIBEIRAO DOS INDIOS,SP,2019,PEQUENO PORTE,1474406.39,12083688.6,31284306.599999998,621882.28,,,,,,,False,False,False,False
RIBEIRAO DOS INDIOS,SP,2020,PEQUENO PORTE,1249721.64,14155566.41,31076867.99,694259.35,,,,,,,False,False,False,False
RIBEIRAO DOS INDIOS,SP,2021,PEQUENO PORTE,1840234.59,15136794.9,30195275.43,784327.5,,,,,,,False,False,False,False
RIBEIRAO DOS INDIOS,SP,2022,PEQUENO PORTE,2044965.31,17089173.11,31613303.22,873510.91,,,,,,,False,False,False,False
RIBEIRAO DOS INDIOS,SP,2023,PEQUENO PORTE,2331065.03,18961430.97,32359728.689999998,894738.73,,,,,,,False,False,False,False
RIBEIRAO DOS INDIOS,SP,2024,PEQUENO PORTE,1860810.28,23505777.34,33423993.169999998,820989.21,,,,,,,False,False,False,False
RIBEIRAO PIRES,SP,2019,MÉDIO PORTE,16498942.92,91606110.75,44977486.769999996,13990186.99,,,,,,,False,False,False,False
RIBEIRAO PIRES,SP,2020,MÉDIO PORTE,15084912.44,109441327.28,43928923.739999995,16345633.2,,,,,,,False,False,False,False
RIBEIRAO PIRES,SP,2021,MÉDIO PORTE,23460035.71,119766957.4,30701206.919999998,18729632.72,,,,,,,False,False,False,False
RIBEIRAO PIRES,SP,2022,MÉDIO PORTE,27530332.84,129089883.66,28509520.45,22652352.53,,,,,,,False,False,False,False
RIBEIRAO PIRES,SP,2023,MÉDIO PORTE,4224616.98,139440277.75,32054656.49,3871634.63,,,,,,,False,False,False,False
RIBEIRAO PIRES,SP,2024,MÉDIO PORTE,14300090.44,164669083.38,39725114.51,19826247.49,2022-08-22 00:00:00,2022-08-17 00:00:00,,,,,False,False,False,False
RIO ACIMA,MG,2019,PEQUENO PORTE,2973898.16,1709249.95,30178368.64,2590069.72,,,,,,,False,False,False,False
RIO ACIMA,MG,2020,PEQUENO PORTE,2963814.23,2495332.62,30387225.96,3062277.26,,,,,,,False,False,False,False
RIO ACIMA,MG,2021,MÉDIO PORTE,3745971.99,3064111.52,30231937.009999998,3260615.5,,,,,,,False,False,False,False
RIO ACIMA,MG,2022,PEQUENO PORTE,4044249.58,4594376.75,30099984.54,3777175.72,,,,,,,False,False,False,False
RIO ACIMA,MG,2023,PEQUENO PORTE,4440318.22,6042774.61,29900583.56,4289967.69,,,,,,,False,False,False,False
RIO ACIMA,MG,2024,PEQUENO PORTE,4432786.38,7979225.37,30640008.689999998,4983675.34,,,,,,,False,False,False,False
RIO AZUL,PR,2019,PEQUENO PORTE,4166288.99,52989274.71,36131359.2,3983670.6,,,,,,,False,False,False,False
RIO AZUL,PR,2020,MÉDIO PORTE,4650494.57,59646268.83,33493218.66,4905177.94,,,,,,,False,False,False,False
RIO AZUL,PR,2021,PEQUENO PORTE,5250744.6,63261962.05,31460536.169999998,5297660.95,,,,,,,False,False,False,False
RIO AZUL,PR,2022,MÉDIO PORTE,5406990.88,64901689.28,36370701.46,6214166.13,,,,,,,False,False,False,False
RIO AZUL,PR,2023,MÉDIO PORTE,6841961.17,71305577.36,40606375.86,6863348.76,,,,,,,False,False,False,False
RIO AZUL,PR,2024,MÉDIO PORTE,7721436.84,82760780.45,34151146.6,7024910.86,,,,,,,False,False,False,False
RIO BRANCO,MT,2019,PEQUENO PORTE,1859049.46,13497628.84,31806052.439999998,1564453.64,,,,,,,False,False,False,False
RIO BRANCO,MT,2020,PEQUENO PORTE,1420115.77,15543271.78,30853383.75,1894811.71,,,,,,,False,False,False,False
RIO BRANCO,MT,2021,PEQUENO PORTE,1367853.25,16749100.79,29969217.97,1918519.71,,,,,,,False,False,False,False
RIO BRANCO,MT,2022,PEQUENO PORTE,1866337.88,16777156.36,34840890.46,2778934.02,,,,,,,False,False,False,False
RIO BRANCO,MT,2023,PEQUENO PORTE,1683530.18,17548391.09,32572492.09,2671346.38,,,,,,,False,False,False,False
RIO BRANCO,MT,2024,PEQUENO PORTE,1746936.81,20067813.76,31717281.81,3077899.24,,,,,,,False,False,False,False
RIO BRILHANTE,MS,2019,MÉDIO PORTE,25992701.84,113570673.37,48080785.66,10514780.77,,,,,,,False,False,False,False
RIO BRILHANTE,MS,2020,GRANDE PORTE,26032937.14,138937133.18,36312849.55,12314663.2,,,,,,,False,False,False,False
RIO BRILHANTE,MS,2021,MÉDIO PORTE,12384101.77,151707922.46,27573923.71,13560109.81,,,,,,,False,False,False,False
RIO BRILHANTE,MS,2022,MÉDIO PORTE,16570952.14,156917300.66,40881916.07,16593529.31,,,,,,,False,False,False,False
RIO BRILHANTE,MS,2023,MÉDIO PORTE,18239913.96,173844695.02,54817535.34,19981665.13,,,,,,,False,False,False,False
RIO BRILHANTE,MS,2024,MÉDIO PORTE,19313752.49,201972155.87,38763407.83,23612842.69,2022-08-11 00:00:00,2022-07-01 00:00:00,2022-08-30 00:00:00,I,2024-06-18 00:00:00,II,False,False,False,False
RIO CLARO,RJ,2019,MÉDIO PORTE,6326074.14,67931696.86000001,39394881.25,9477930.3,,,,,,,False,False,False,False
RIO CLARO,RJ,2020,MÉDIO PORTE,4445651.5,77503460.98,34963767.17,11054130.44,,,,,,,False,False,False,False
RIO CLARO,RJ,2021,MÉDIO PORTE,10663600.92,77003939.39,29805306.47,12951664.48,,,,,,,False,False,False,False
RIO CLARO,RJ,2022,MÉDIO PORTE,11833586.04,87961085.53,35048556.73,16722837.33,,,,,,,False,False,False,False
RIO CLARO,RJ,2023,MÉDIO PORTE,12104658.71,107002015.01,46094710.239999995,19352428.76,,,,,,,False,False,False,False
RIO CLARO,RJ,2024,MÉDIO PORTE,9820411.94,125311100.83,34334618.96,23677663.23,2024-07-08 00:00:00,2024-07-04 00:00:00,,,,,False,False,False,False
RIO DAS ANTAS,SC,2019,PEQUENO PORTE,1732101.45,14632941.92,30900448.36,1308787.26,,,,,,,False,False,False,False
RIO DAS ANTAS,SC,2020,PEQUENO PORTE,2008865.92,16043885.51,30133143.759999998,1418304.47,,,,,,,False,False,False,False
RIO DAS ANTAS,SC,2021,PEQUENO PORTE,2205162.4,16528110.5,30318177.8,1701711.91,,,,,,,False,False,False,False
RIO DAS ANTAS,SC,2022,PEQUENO PORTE,2518480.1,17715181.6,31980447.97,2151557.47,,,,,,,False,False,False,False
RIO DAS ANTAS,SC,2023,PEQUENO PORTE,2583224.52,20293168.13,32517771.14,2494641.43,,,,,,,False,False,False,False
RIO DAS ANTAS,SC,2024,PEQUENO PORTE,3169323.53,23151927.3,32001919.21,2858521.72,,,,,,,False,False,False,False
RIO DO CAMPO,SC,2019,PEQUENO PORTE,2780817.93,11654564.53,31246538.72,3008221.66,,,,,,,False,False,False,False
RIO DO CAMPO,SC,2020,PEQUENO PORTE,3097900.71,12309817.05,30829573.759999998,3586527.16,,,,,,,False,False,False,False
RIO DO CAMPO,SC,2021,PEQUENO PORTE,3523806.46,12305828.32,30057195.3,3730841.42,,,,,,,False,False,False,False
RIO DO CAMPO,SC,2022,PEQUENO PORTE,4085090.53,12409774.44,31234418.31,4057004.37,,,,,,,False,False,False,False
RIO DO CAMPO,SC,2023,PEQUENO PORTE,5279172.39,13819806.32,31768097.89,4581557.83,,,,,,,False,False,False,False
RIO DO CAMPO,SC,2024,PEQUENO PORTE,3674055.02,16110371.03,31219705.61,4897993.04,,,,,,,False,False,False,False
RIO DOS INDIOS,RS,2019,PEQUENO PORTE,2119108.83,21810904.11,31997289.77,1510972.81,,,,,,,False,False,False,False
RIO DOS INDIOS,RS,2020,PEQUENO PORTE,1159064.64,24684483.5,30474767.56,1952326.45,,,,,,,False,False,False,False
RIO DOS INDIOS,RS,2021,PEQUENO PORTE,2087858.03,25072901.07,30732309.49,2215588.87,,,,,,,False,False,False,False
RIO DOS INDIOS,RS,2022,PEQUENO PORTE,2342845.6,26195107.49,32283484.02,2840548.7,,,,,,,False,False,False,False
RIO DOS INDIOS,RS,2023,PEQUENO PORTE,2533385.48,28771893.66,33651666.769999996,3249682.43,,,,,,,False,False,False,False
RIO DOS INDIOS,RS,2024,PEQUENO PORTE,2908604.33,32194789.4,32174884.869999997,3426324.12,,,,,,,False,False,False,False
RIO GRANDE DO NORTE,RN,2019,ESTADO/DF,1542721876.61,57738893.63,38563860.86,2335413885.68,,,,,,,False,False,False,False
RIO GRANDE DO NORTE,RN,2020,ESTADO/DF,1765039918.51,77974174.7,36238725.78,2542734688.95,,,,,,,False,False,False,False
RIO GRANDE DO NORTE,RN,2021,ESTADO/DF,2420988948.74,87411226.5,33458936.599999998,4029472246.51,,,,,,,False,False,False,False
RIO GRANDE DO NORTE,RN,2022,ESTADO/DF,2485127075.15,106467893.92,43684691.7,4247653540.19,,,,,,,False,False,False,False
RIO GRANDE DO NORTE,RN,2023,ESTADO/DF,2895034696.98,131166361.66,47033052.58,4708813634.62,,,,,,,False,False,False,False
RIO GRANDE DO NORTE,RN,2024,ESTADO/DF,1932339591.99,120356920.5,37913263.91,3148748687.17,,,,,,,False,False,False,False
RIO NEGRINHO,SC,2019,MÉDIO PORTE,8858032.55,117281614.01,39424758.44,8194177.09,,,,,,,False,False,False,False
RIO NEGRINHO,SC,2020,MÉDIO PORTE,10849187.33,127230656.53,34636270.24,10200086.96,,,,,,,False,False,False,False
RIO NEGRINHO,SC,2021,MÉDIO PORTE,13665764.19,134263618.24,33448587.08,11920935.95,,,,,,,False,False,False,False
RIO NEGRINHO,SC,2022,MÉDIO PORTE,16477797.14,143291066.15,44481390.489999995,15591561.99,,,,,,,False,False,False,False
RIO NEGRINHO,SC,2023,MÉDIO PORTE,18619326.05,164258386.98,48682876.65,17863713.57,,,,,,,False,False,False,False
RIO NEGRINHO,SC,2024,MÉDIO PORTE,21744176.55,185970965.59,48666193.57,19079068.42,2021-06-10 00:00:00,2021-06-07 00:00:00,2022-07-02 00:00:00,I,,I,False,False,False,False
RIO NEGRO,PR,2019,MÉDIO PORTE,5349312.08,85227919.05999999,37824263.93,7674610.94,,,,,,,False,False,False,False
RIO NEGRO,PR,2020,MÉDIO PORTE,5529413.96,93553757.79,36835387.39,8595104.29,,,,,,,False,False,False,False
RIO NEGRO,PR,2021,MÉDIO PORTE,6264657.89,98558885.87,34674404.64,9498419.04,,,,,,,False,False,False,False
RIO NEGRO,PR,2022,MÉDIO PORTE,7382633.12,101380892.52,41113763.3,11527256.88,,,,,,,False,False,False,False
RIO NEGRO,PR,2023,MÉDIO PORTE,7962292.46,110997839.6,44849534.65,12926901.97,,,,,,,False,False,False,False
RIO NEGRO,PR,2024,MÉDIO PORTE,8057719.21,124265450.2,39660529.65,14395839.35,,,,,,,False,False,False,False
RIO NOVO DO SUL,ES,2019,MÉDIO PORTE,2594888.23,14991465.64,33300720.21,3243655.41,,,,,,,False,False,False,False
RIO NOVO DO SUL,ES,2020,PEQUENO PORTE,2718875.77,19752078.51,31552052.45,3664606.51,,,,,,,False,False,False,False
RIO NOVO DO SUL,ES,2021,PEQUENO PORTE,2800072.94,21581119.26,28879399.59,3995042.37,,,,,,,False,False,False,False
RIO NOVO DO SUL,ES,2022,PEQUENO PORTE,2987664.74,21761993.3,31242403.61,4653416.49,,,,,,,False,False,False,False
RIO NOVO DO SUL,ES,2023,PEQUENO PORTE,3243282.96,24479197.67,33662053.95,5310294.81,,,,,,,False,False,False,False
RIO NOVO DO SUL,ES,2024,PEQUENO PORTE,3482194.16,29688209.73,30499370.02,5579936.65,,,,,,,False,False,False,False
RIO PARANAIBA,MG,2019,MÉDIO PORTE,4340083.22,15111218.33,31149624.57,4310387.16,,,,,,,False,False,False,False
RIO PARANAIBA,MG,2020,MÉDIO PORTE,4873243.63,16751258.34,30860201.38,5121996.01,,,,,,,False,False,False,False
RIO PARANAIBA,MG,2021,MÉDIO PORTE,5462573.78,18788728.75,30237174.36,5857315.64,,,,,,,False,False,False,False
RIO PARANAIBA,MG,2022,MÉDIO PORTE,6048647.07,19880663.87,31906545.65,6811181.16,,,,,,,False,False,False,False
RIO PARANAIBA,MG,2023,MÉDIO PORTE,6467735.88,22541549.64,32748963.03,7692486.48,,,,,,,False,False,False,False
RIO PARANAIBA,MG,2024,MÉDIO PORTE,7026785.03,25241320.75,32042973.349999998,10060765.11,,,,,,,False,False,False,False
RIO QUENTE,GO,2019,PEQUENO PORTE,2901371.83,14054579.5,31350069.029999997,1386717.2,,,,,,,False,False,False,False
RIO QUENTE,GO,2020,PEQUENO PORTE,1683529.14,16474504.49,30889420.8,1473270.7,,,,,,,False,False,False,False
RIO QUENTE,GO,2021,PEQUENO PORTE,3041077.17,17892947.03,30100106.0,1606945.36,,,,,,,False,False,False,False
RIO QUENTE,GO,2022,PEQUENO PORTE,3689391.05,19672785.87,32102376.669999998,1998158.71,,,,,,,False,False,False,False
RIO QUENTE,GO,2023,PEQUENO PORTE,4951661.01,24174211.36,33096109.07,2564341.83,,,,,,,False,False,False,False
RIO QUENTE,GO,2024,PEQUENO PORTE,3747622.53,30352576.35,32756414.849999998,3005402.09,,,,,,,False,False,False,False
RIO VERDE DE MATO GROSSO,MS,2019,MÉDIO PORTE,5757846.79,21374354.02,32223171.099999998,3383857.18,,,,,,,False,False,False,False
RIO VERDE DE MATO GROSSO,MS,2020,MÉDIO PORTE,6050092.87,25210223.28,31364123.91,4061118.15,,,,,,,False,False,False,False
RIO VERDE DE MATO GROSSO,MS,2021,MÉDIO PORTE,6830272.77,29074440.21,30203369.509999998,4815396.57,,,,,,,False,False,False,False
RIO VERDE DE MATO GROSSO,MS,2022,MÉDIO PORTE,9209037.41,31940145.43,32887415.39,6983833.43,,,,,,,False,False,False,False
RIO VERDE DE MATO GROSSO,MS,2023,MÉDIO PORTE,9417038.6,35344883.69,34775432.3,7681462.53,,,,,,,False,False,False,False
RIO VERDE DE MATO GROSSO,MS,2024,MÉDIO PORTE,8554438.29,42230755.42,32415368.32,9164179.46,,,,,,,False,False,False,False
RIOZINHO,RS,2019,PEQUENO PORTE,1694827.89,17360423.32,31950219.779999997,910250.29,,,,,,,False,False,False,False
RIOZINHO,RS,2020,PEQUENO PORTE,1668256.32,19483505.21,31303880.18,1211470.31,,,,,,,False,False,False,False
RIOZINHO,RS,2021,PEQUENO PORTE,1518004.56,21280447.26,30377609.09,1416233.1,,,,,,,False,False,False,False
RIOZINHO,RS,2022,PEQUENO PORTE,1642419.53,20606487.61,31709786.919999998,1667001.18,,,,,,,False,False,False,False
RIOZINHO,RS,2023,PEQUENO PORTE,1714257.24,24162543.11,33025066.15,1780320.4,,,,,,,False,False,False,False
RIOZINHO,RS,2024,PEQUENO PORTE,1356115.53,27559117.16,31396338.77,1456365.81,,,,,,,False,False,False,False
ROCA SALES,RS,2019,PEQUENO PORTE,4842396.99,13297075.63,31563780.02,2123853.06,,,,,,,False,False,False,False
ROCA SALES,RS,2020,PEQUENO PORTE,5432882.83,17170592.47,31028500.81,2609774.34,,,,,,,False,False,False,False
ROCA SALES,RS,2021,PEQUENO PORTE,5536096.82,21274429.95,29381508.83,2893663.62,,,,,,,False,False,False,False
ROCA SALES,RS,2022,PEQUENO PORTE,5738154.78,23790265.22,31927505.65,3504394.97,,,,,,,False,False,False,False
ROCA SALES,RS,2023,PEQUENO PORTE,6585785.97,28048853.74,34540535.57,4004446.9,,,,,,,False,False,False,False
ROCA SALES,RS,2024,PEQUENO PORTE,5266284.85,35012946.09,31633615.46,3681768.3,,,,,,,False,False,False,False
ROCHEDO,MS,2019,PEQUENO PORTE,1983030.12,22904113.86,33134866.56,1421038.86,,,,,,,False,False,False,False
ROCHEDO,MS,2020,PEQUENO PORTE,2165087.87,26696566.73,33064864.79,1571322.66,,,,,,,False,False,False,False
ROCHEDO,MS,2021,PEQUENO PORTE,2373828.18,28513306.66,31447719.41,1887566.26,,,,,,,False,False,False,False
ROCHEDO,MS,2022,PEQUENO PORTE,2729118.2,29178322.32,33366470.36,2183946.46,,,,,,,False,False,False,False
ROCHEDO,MS,2023,PEQUENO PORTE,3035450.67,32050863.2,34665394.37,2441144.2,,,,,,,False,False,False,False
