"RPPS","Ano","Grupo","Eficiencia"
"LINDOLFO COLLOR_RS",2020,"_2020",1
"LINHARES_ES",2020,"_2020",0.60496108604599
"LONDRINA_PR",2020,"_2020",0.231609449230065
"LUCAS DO RIO VERDE_MT",2020,"_2020",0.66674893923619
"MACATUBA_SP",2020,"_2020",0.971226647904974
"MAFRA_SC",2020,"_2020",0.760941867088845
"MARABA_PA",2020,"_2020",0.811890031721109
"MARACAJU_MS",2020,"_2020",0.863716081711202
"MARACANAU_CE",2020,"_2020",0.483552677327249
"MARIANA_MG",2020,"_2020",0.793831345280177
"MARILIA_SP",2020,"_2020",0.266037967305315
"MARINGA_PR",2020,"_2020",0.510991867589738
"MATO GROSSO_MT",2020,"_2020",0.100640363290482
"MESSIAS_AL",2020,"_2020",0.922546104208876
"MILAGRES_CE",2020,"_2020",0.977342047907526
"MONTE ALEGRE_PA",2020,"_2020",0.756919562912968
"MONTE ALEGRE DE MINAS_MG",2020,"_2020",0.735180170619086
"MONTES CLAROS_MG",2020,"_2020",0.391169608041206
"MUZAMBINHO_MG",2020,"_2020",0.99538618668717
"NATAL_RN",2020,"_2020",0.858497304919317
"NITEROI_RJ",2020,"_2020",0.502055162842008
"NOVA ANDRADINA_MS",2020,"_2020",0.717195657959421
"NOVA ESPERANCA DO SUL_RS",2020,"_2020",0.979383994210243
"NOVA PRATA DO IGUACU_PR",2020,"_2020",0.942178413119442
"OLIMPIA_SP",2020,"_2020",0.786738447747467
"OLIVEIRA_MG",2020,"_2020",0.885136943436588
"OSORIO_RS",2020,"_2020",0.835361288963247
"OURO PRETO DO OESTE_RO",2020,"_2020",0.865875509835577
"PALMAS_TO",2020,"_2020",1
"PARA_PA",2020,"_2020",1
"PARAIBA_PB",2020,"_2020",0.233185457732652
"PARANAVAI_PR",2020,"_2020",0.744679803989528
"PARAOPEBA_MG",2020,"_2020",0.904372327670725
"PARISI_SP",2020,"_2020",0.964015677133496
"PATOS_PB",2020,"_2020",0.571446690260907
"PATROCINIO_MG",2020,"_2020",0.745192823549984
"PATY DO ALFERES_RJ",2020,"_2020",1
"PELOTAS_RS",2020,"_2020",0.418455947311497
"PERUIBE_SP",2020,"_2020",0.84675694145535
"PIAUI_PI",2020,"_2020",0.139736667419864
"PORTO FELIZ_SP",2020,"_2020",0.809863331155799
"PORTO UNIAO_SC",2020,"_2020",1
"PRESIDENTE PRUDENTE_SP",2020,"_2020",0.709382315718787
"PRUDENTOPOLIS_PR",2020,"_2020",0.951763171859155
"QUATIS_RJ",2020,"_2020",0.893084315901801
"QUATRO BARRAS_PR",2020,"_2020",0.777129223540813
"RESENDE_RJ",2020,"_2020",0.836119446210433
"RIBEIRAO PIRES_SP",2020,"_2020",0.942575370093666
"RIO BRILHANTE_MS",2020,"_2020",0.635606843921205
"RIO DO SUL_SC",2020,"_2020",0.808747546348805
"RIO GRANDE DO NORTE_RN",2020,"_2020",0.122447841806625
"RIO NEGRINHO_SC",2020,"_2020",0.869606465765491
"RIO NOVO DO SUL_ES",2020,"_2020",0.933858008448607
"SALOA_PE",2020,"_2020",0.817843029028402
"SANTA CATARINA_SC",2020,"_2020",0.209104556623669
"SANTA MARIA DE JETIBA_ES",2020,"_2020",0.960624427674021
"SANTA MARIA DO HERVAL_RS",2020,"_2020",0.931693317939453
"SANTANA DE PARNAIBA_SP",2020,"_2020",1
"SANTANA DO LIVRAMENTO_RS",2020,"_2020",0.636749986035502
"SANTO ANTONIO DA PATRULHA_RS",2020,"_2020",0.786551100172705
"SANTO ANTONIO DE GOIAS_GO",2020,"_2020",0.945242044849903
"SAO FRANCISCO_MG",2020,"_2020",0.966259759953111
"SAO FRANCISCO DO GUAPORE_RO",2020,"_2020",0.954198461054399
"SAO GABRIEL DA PALHA_ES",2020,"_2020",0.769398839528952
"SAO GONCALO_RJ",2020,"_2020",0.326669950458794
"SAO JOAO DA LAGOA_MG",2020,"_2020",1
"SAO JOAO DEL REI_MG",2020,"_2020",0.703478587010729
"SAO JOSE DO CALCADO_ES",2020,"_2020",1
"SAO LEOPOLDO_RS",2020,"_2020",0.891631925385909
"SAO LUIS_MA",2020,"_2020",0.471188172332433
"SAO MANUEL_SP",2020,"_2020",0.713558271879771
"SAO PEDRO DA ALDEIA_RJ",2020,"_2020",0.782341258414063
"SAO VALERIO DO SUL_RS",2020,"_2020",0.976553832198956
"SAPIRANGA_RS",2020,"_2020",0.907909600913275
"SARZEDO_MG",2020,"_2020",0.944871873143311
"SERRA TALHADA_PE",2020,"_2020",0.574420766509959
"SERTAO SANTANA_RS",2020,"_2020",0.880344744869014
"SOBRADINHO_RS",2020,"_2020",0.858054978518784
"SUME_PB",2020,"_2020",0.831317144667972
"TAIO_SC",2020,"_2020",0.931367570539272
"TARUMA_SP",2020,"_2020",0.956648298450827
"TAUBATE_SP",2020,"_2020",0.445917973743023
"TEOFILO OTONI_MG",2020,"_2020",0.895404182329884
"TIJUCAS DO SUL_PR",2020,"_2020",0.871414000280851
"TOCANTINS_TO",2020,"_2020",1
"TRES DE MAIO_RS",2020,"_2020",0.74403797587931
"TRES MARIAS_MG",2020,"_2020",0.868404504281857
"TUNAS DO PARANA_PR",2020,"_2020",1
"UMUARAMA_PR",2020,"_2020",0.765093576708626
"UNIAO DA VITORIA_PR",2020,"_2020",0.690967236021489
"VARRE-SAI_RJ",2020,"_2020",0.909632957042169
"VILA BELA DA SANTISSIMA TRINDADE_MT",2020,"_2020",0.851728439130958
"VIRADOURO_SP",2020,"_2020",0.891708030481637
"VOLTA REDONDA_RJ",2020,"_2020",0.82532704799677
"VOTUPORANGA_SP",2020,"_2020",0.668240193320588
"ACRE_AC",2021,"_2021",0.345912494200169
"AGUAS BELAS_PE",2021,"_2021",0.783388922651057
"ALOANDIA_GO",2021,"_2021",0.965975392290164
"ALTA FLORESTA_MT",2021,"_2021",0.919020915402552
"ANAPOLIS_GO",2021,"_2021",0.43313054266728
"ANDIRA_PR",2021,"_2021",0.761326133619045
"AQUIDAUANA_MS",2021,"_2021",0.884653375541864
"ARACAJU_SE",2021,"_2021",0.551923637407943
"ARAPIRACA_AL",2021,"_2021",0.632615775836636
"ARAPOTI_PR",2021,"_2021",0.770714077056844
"ARARAS_SP",2021,"_2021",0.509006201879408
"ARMACAO DOS BUZIOS_RJ",2021,"_2021",0.690302096776396
"ASSIS_SP",2021,"_2021",0.873317605988681
"ATALAIA_AL",2021,"_2021",0.707015087759505
